"ID","Order","Ring","RingTitle","Step","Gate","Focus","SourceBasis","Trigger","PassCondition","FailCondition","Evidence","Next","Status"
"CS-GR-248","248","R15","Feynman Ratchet Substrate Scale","10","Substrate Tool Gate","ratchet, Brownian motion, substrate matching, parton/probe scale, reversible before irreversible","Feynman ratchet, Simulating Physics with Computers, parton model","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: noise becomes direction only through proof-bound asymmetry.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-249","249","R15","Feynman Ratchet Substrate Scale","11","Action Exit Gate","ratchet, Brownian motion, substrate matching, parton/probe scale, reversible before irreversible","Feynman ratchet, Simulating Physics with Computers, parton model","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: noise becomes direction only through proof-bound asymmetry.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-250","250","R15","Feynman Ratchet Substrate Scale","12","Proof Evidence Gate","ratchet, Brownian motion, substrate matching, parton/probe scale, reversible before irreversible","Feynman ratchet, Simulating Physics with Computers, parton model","a claim needs trust","claim touches visible evidence. Ring clean result: noise becomes direction only through proof-bound asymmetry.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-251","251","R15","Feynman Ratchet Substrate Scale","13","Variation Stability Gate","ratchet, Brownian motion, substrate matching, parton/probe scale, reversible before irreversible","Feynman ratchet, Simulating Physics with Computers, parton model","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: noise becomes direction only through proof-bound asymmetry.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-252","252","R15","Feynman Ratchet Substrate Scale","14","Consolidation Fit Gate","ratchet, Brownian motion, substrate matching, parton/probe scale, reversible before irreversible","Feynman ratchet, Simulating Physics with Computers, parton model","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: noise becomes direction only through proof-bound asymmetry.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-253","253","R15","Feynman Ratchet Substrate Scale","15","Affected Scope Gate","ratchet, Brownian motion, substrate matching, parton/probe scale, reversible before irreversible","Feynman ratchet, Simulating Physics with Computers, parton model","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: noise becomes direction only through proof-bound asymmetry.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-254","254","R15","Feynman Ratchet Substrate Scale","16","Verdict Status Gate","ratchet, Brownian motion, substrate matching, parton/probe scale, reversible before irreversible","Feynman ratchet, Simulating Physics with Computers, parton model","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: noise becomes direction only through proof-bound asymmetry.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-255","255","R15","Feynman Ratchet Substrate Scale","17","Return Closure Gate","ratchet, Brownian motion, substrate matching, parton/probe scale, reversible before irreversible","Feynman ratchet, Simulating Physics with Computers, parton model","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: noise becomes direction only through proof-bound asymmetry.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-256","256","R16","Chase Transcript Systems Structures","01","Trigger Recognition Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","a signal enters this ring","the signal is named before action. Ring clean result: words shape system exits without human-manipulation import.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-257","257","R16","Chase Transcript Systems Structures","02","Authority Scope Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: words shape system exits without human-manipulation import.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-258","258","R16","Chase Transcript Systems Structures","03","Object Identity Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","an item must be judged","object type and status are named. Ring clean result: words shape system exits without human-manipulation import.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-259","259","R16","Chase Transcript Systems Structures","04","Placement Home Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: words shape system exits without human-manipulation import.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-260","260","R16","Chase Transcript Systems Structures","05","Word Key Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: words shape system exits without human-manipulation import.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-261","261","R16","Chase Transcript Systems Structures","06","Source Provenance Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: words shape system exits without human-manipulation import.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-262","262","R16","Chase Transcript Systems Structures","07","Attention Salience Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","too many signals compete","active focus and blocked side routes are visible. Ring clean result: words shape system exits without human-manipulation import.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
"CS-GR-263","263","R16","Chase Transcript Systems Structures","08","Relation Edge Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: words shape system exits without human-manipulation import.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-264","264","R16","Chase Transcript Systems Structures","09","Risk Dirty-Milk Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: words shape system exits without human-manipulation import.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-265","265","R16","Chase Transcript Systems Structures","10","Substrate Tool Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: words shape system exits without human-manipulation import.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-266","266","R16","Chase Transcript Systems Structures","11","Action Exit Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: words shape system exits without human-manipulation import.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-267","267","R16","Chase Transcript Systems Structures","12","Proof Evidence Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","a claim needs trust","claim touches visible evidence. Ring clean result: words shape system exits without human-manipulation import.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-268","268","R16","Chase Transcript Systems Structures","13","Variation Stability Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: words shape system exits without human-manipulation import.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-269","269","R16","Chase Transcript Systems Structures","14","Consolidation Fit Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: words shape system exits without human-manipulation import.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-270","270","R16","Chase Transcript Systems Structures","15","Affected Scope Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: words shape system exits without human-manipulation import.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-271","271","R16","Chase Transcript Systems Structures","16","Verdict Status Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: words shape system exits without human-manipulation import.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-272","272","R16","Chase Transcript Systems Structures","17","Return Closure Gate","17 architectures, four families, available exits, internal completion, loops","ET0o9zL3BDs transcript, Chase/NCI source map, safe systems translation","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: words shape system exits without human-manipulation import.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-273","273","R17","Hypnosis Brain Mechanism Systems","01","Trigger Recognition Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","a signal enters this ring","the signal is named before action. Ring clean result: attention state supports execution without removing verification.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-274","274","R17","Hypnosis Brain Mechanism Systems","02","Authority Scope Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: attention state supports execution without removing verification.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-275","275","R17","Hypnosis Brain Mechanism Systems","03","Object Identity Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","an item must be judged","object type and status are named. Ring clean result: attention state supports execution without removing verification.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-276","276","R17","Hypnosis Brain Mechanism Systems","04","Placement Home Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: attention state supports execution without removing verification.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-277","277","R17","Hypnosis Brain Mechanism Systems","05","Word Key Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: attention state supports execution without removing verification.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-278","278","R17","Hypnosis Brain Mechanism Systems","06","Source Provenance Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: attention state supports execution without removing verification.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-279","279","R17","Hypnosis Brain Mechanism Systems","07","Attention Salience Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","too many signals compete","active focus and blocked side routes are visible. Ring clean result: attention state supports execution without removing verification.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
"CS-GR-280","280","R17","Hypnosis Brain Mechanism Systems","08","Relation Edge Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: attention state supports execution without removing verification.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-281","281","R17","Hypnosis Brain Mechanism Systems","09","Risk Dirty-Milk Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: attention state supports execution without removing verification.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-282","282","R17","Hypnosis Brain Mechanism Systems","10","Substrate Tool Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: attention state supports execution without removing verification.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-283","283","R17","Hypnosis Brain Mechanism Systems","11","Action Exit Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: attention state supports execution without removing verification.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-284","284","R17","Hypnosis Brain Mechanism Systems","12","Proof Evidence Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","a claim needs trust","claim touches visible evidence. Ring clean result: attention state supports execution without removing verification.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-285","285","R17","Hypnosis Brain Mechanism Systems","13","Variation Stability Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: attention state supports execution without removing verification.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-286","286","R17","Hypnosis Brain Mechanism Systems","14","Consolidation Fit Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: attention state supports execution without removing verification.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-287","287","R17","Hypnosis Brain Mechanism Systems","15","Affected Scope Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: attention state supports execution without removing verification.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-288","288","R17","Hypnosis Brain Mechanism Systems","16","Verdict Status Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: attention state supports execution without removing verification.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-289","289","R17","Hypnosis Brain Mechanism Systems","17","Return Closure Gate","focused attention, peripheral reduction, salience-control coupling, self-narration decoupling","Stanford/Jiang hypnosis sources, systematic reviews, NCCIH","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: attention state supports execution without removing verification.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-290","290","R18","Creative Room Diverge Converge","01","Trigger Recognition Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","a signal enters this ring","the signal is named before action. Ring clean result: creative widening converges into tested support.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-291","291","R18","Creative Room Diverge Converge","02","Authority Scope Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: creative widening converges into tested support.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-292","292","R18","Creative Room Diverge Converge","03","Object Identity Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","an item must be judged","object type and status are named. Ring clean result: creative widening converges into tested support.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-293","293","R18","Creative Room Diverge Converge","04","Placement Home Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: creative widening converges into tested support.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-294","294","R18","Creative Room Diverge Converge","05","Word Key Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: creative widening converges into tested support.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
"CS-GR-295","295","R18","Creative Room Diverge Converge","06","Source Provenance Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","evidence or concept is imported","source, activity, actor/tool, evidence, and derived decision are visible. Ring clean result: creative widening converges into tested support.","a concept is used with no custody trail or how-found chain","source index, provenance passport, hash, citation, transcript path","Attention Salience Gate","candidate support gate; not active doctrine"
"CS-GR-296","296","R18","Creative Room Diverge Converge","07","Attention Salience Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","too many signals compete","active focus and blocked side routes are visible. Ring clean result: creative widening converges into tested support.","everything remains equally loud and the route drifts","active target, side-route list, load state, user correction","Relation Edge Gate","candidate support gate; not active doctrine"
"CS-GR-297","297","R18","Creative Room Diverge Converge","08","Relation Edge Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","two items seem connected","edge type is named: source, proof, parent, child, neighbor, blocker, promotion, return. Ring clean result: creative widening converges into tested support.","similarity is mistaken for relationship","relation table, graph note, source map, issue map","Risk Dirty-Milk Gate","candidate support gate; not active doctrine"
"CS-GR-298","298","R18","Creative Room Diverge Converge","09","Risk Dirty-Milk Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","motion could carry bad material forward","dirty conditions, risk severity, and quarantine path are named. Ring clean result: creative widening converges into tested support.","dirty milk is carried because it looks useful","risk note, dirty-tree status, security watch, conflict signal","Substrate Tool Gate","candidate support gate; not active doctrine"
"CS-GR-299","299","R18","Creative Room Diverge Converge","10","Substrate Tool Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","a tool or method is chosen","tool matches phenomenon: shell for file truth, source ledger for research, map for relations, test for behavior. Ring clean result: creative widening converges into tested support.","a bigger or flashier tool substitutes for the right substrate","command output, source ledger, test result, map, receipt","Action Exit Gate","candidate support gate; not active doctrine"
"CS-GR-300","300","R18","Creative Room Diverge Converge","11","Action Exit Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","the ring is about to move","allowed exits close by proof, not explanation. Ring clean result: creative widening converges into tested support.","the system exits by sounding resolved","named action, proof closure, blocked narration exit","Proof Evidence Gate","candidate support gate; not active doctrine"
"CS-GR-301","301","R18","Creative Room Diverge Converge","12","Proof Evidence Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","a claim needs trust","claim touches visible evidence. Ring clean result: creative widening converges into tested support.","PASS is claimed from confidence, tone, or authority","hash, path, line, test, citation, root listing, status output","Variation Stability Gate","candidate support gate; not active doctrine"
"CS-GR-302","302","R18","Creative Room Diverge Converge","13","Variation Stability Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","a gate seems good","small wording, file order, or context changes do not break the route. Ring clean result: creative widening converges into tested support.","the gate only works in the exact wording that inspired it","counterexample, perturbation check, repeated run, disproof condition","Consolidation Fit Gate","candidate support gate; not active doctrine"
"CS-GR-303","303","R18","Creative Room Diverge Converge","14","Consolidation Fit Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","overlap appears","KEEP SEPARATE, MOVE LOGIC, PACK TOGETHER, PARK, REJECT, or WATCH AGAIN is chosen with reason. Ring clean result: creative widening converges into tested support.","overlap becomes a broad merge or another loose gate pile","three-signal check, overlap note, risk if merged, risk if separate","Affected Scope Gate","candidate support gate; not active doctrine"
"CS-GR-304","304","R18","Creative Room Diverge Converge","15","Affected Scope Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","a new gate changes neighboring work","affected files, lanes, receipts, maps, and next tasks are statused. Ring clean result: creative widening converges into tested support.","a clean-looking gate leaves stale neighbors","affected-area map, partner sync, no-blind-move check","Verdict Status Gate","candidate support gate; not active doctrine"
"CS-GR-305","305","R18","Creative Room Diverge Converge","16","Verdict Status Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","a judgment is needed","PASS, PASS WITH GUARDRAILS, PARTIAL, FAIL, INVALID, YIELD, BLOCKED, PARKED, PROMOTED, or RETIRED matches evidence. Ring clean result: creative widening converges into tested support.","status words exaggerate the proof","verdict line, proof burden, open guardrail","Return Closure Gate","candidate support gate; not active doctrine"
"CS-GR-306","306","R18","Creative Room Diverge Converge","17","Return Closure Gate","creative room, outside idea wash, double diamond, third synthesis","Whole House Wash Creative Synthesis, Creative Room Outside Idea Ledger","the ring needs to close","next state circles back to the active target and names release or return trigger. Ring clean result: creative widening converges into tested support.","the ring leaves active weight, no close condition, or no next move","receipt, closeout, issue-status footer, next anchor","next ring or clean stop","candidate support gate; not active doctrine"
"CS-GR-307","307","R19","Parking Lifecycle And Release","01","Trigger Recognition Gate","candidate, parked, active, proved, retired, released, return trigger","Parking Lane, Rest Stop, lifecycle seams, synthesis V4","a signal enters this ring","the signal is named before action. Ring clean result: useful material has a home and solved weight quiets.","the ring starts from mood, speed, or vague pressure","user request, file path, source note, command output, or prior receipt","Authority Scope Gate","candidate support gate; not active doctrine"
"CS-GR-308","308","R19","Parking Lifecycle And Release","02","Authority Scope Gate","candidate, parked, active, proved, retired, released, return trigger","Parking Lane, Rest Stop, lifecycle seams, synthesis V4","the ring might touch rules, files, or status","authority, allowed touch, and blocked touch are named. Ring clean result: useful material has a home and solved weight quiets.","source ore, chat, or support notes become boss by proximity","ACTIVE_ANCHOR, active guide boundary, user request, AGENTS boundary","Object Identity Gate","candidate support gate; not active doctrine"
"CS-GR-309","309","R19","Parking Lifecycle And Release","03","Object Identity Gate","candidate, parked, active, proved, retired, released, return trigger","Parking Lane, Rest Stop, lifecycle seams, synthesis V4","an item must be judged","object type and status are named. Ring clean result: useful material has a home and solved weight quiets.","the item is handled before anyone knows whether it is source, proof, rule, TODO, receipt, or gate","file role, folder, status line, source disposition, receipt","Placement Home Gate","candidate support gate; not active doctrine"
"CS-GR-310","310","R19","Parking Lifecycle And Release","04","Placement Home Gate","candidate, parked, active, proved, retired, released, return trigger","Parking Lane, Rest Stop, lifecycle seams, synthesis V4","the object needs a house lane","home lane is named before save, merge, park, or close. Ring clean result: useful material has a home and solved weight quiets.","a mystery file, loose note, or floating gate remains","path, lane role, manifest, source custody, parking lane","Word Key Gate","candidate support gate; not active doctrine"
"CS-GR-311","311","R19","Parking Lifecycle And Release","05","Word Key Gate","candidate, parked, active, proved, retired, released, return trigger","Parking Lane, Rest Stop, lifecycle seams, synthesis V4","wording can route behavior","behavior-controlling words point to exact object, action, proof, verdict, or next state. Ring clean result: useful material has a home and solved weight quiets.","labels sound clean but open the wrong door","term list, title, verdict word, route word, status word","Source Provenance Gate","candidate support gate; not active doctrine"
