"ConceptId","Theme","UseHorizon","SignalText","SignalCount","SourceFileCount","SampleSources"
"CONCEPT-06876","CHAT_HANDOFF_CONTEXT","REFERENCE","## Role","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/CHAT_GATE_CONTROL_SHELL_20260526_003025/SOURCE_DISPOSITION.md"
"CONCEPT-10825","CHAT_HANDOFF_CONTEXT","REFERENCE","## Rope behavior","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/FRESHEN_UP_INTERNAL_ORIENTATION_AND_TASK_CONTINUATION_RULE_20260529.md"
"CONCEPT-09960","CHAT_HANDOFF_CONTEXT","REFERENCE","## Rope carry fields","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CHAT_HANDOFF_CHECKPOINT_AND_ROPE_CARRY_RULE_20260530.md"
"CONCEPT-15576","CHAT_HANDOFF_CONTEXT","REFERENCE","## Rope Handling","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HISTORY_ECHO_STAGE_WRAP_BUILD_ROUTINE_RULE_20260524.md"
"CONCEPT-05232","CHAT_HANDOFF_CONTEXT","REFERENCE","## Rope states","1","1","_MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ROPE_GATE_REPORT_V0.3_20260527_204138.md"
"CONCEPT-27856","CHAT_HANDOFF_CONTEXT","REFERENCE","## Short form","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/SAFE_DISSOLUTION_DATA_SAVING_CHAT_WEIGHT_HYGIENE_RULE_20260527.md"
"CONCEPT-15415","CHAT_HANDOFF_CONTEXT","REFERENCE","## Source","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/CHAT_GATE_CONTROL_SHELL_20260526_003025/SOURCE_DISPOSITION.md"
"CONCEPT-36157","CHAT_HANDOFF_CONTEXT","REFERENCE","## Source Files","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DROP_BIG_BOY_CHAT_20260525_031219/SOURCE_DISPOSITION.md"
"CONCEPT-22923","CHAT_HANDOFF_CONTEXT","REFERENCE","## Source object","1","1","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/SOURCE_DROP_COPY__SWIFT_SCAN_SOURCE_FIT_AND_GAP_FILL_REPORT_V1.md"
"CONCEPT-03866","CHAT_HANDOFF_CONTEXT","REFERENCE","## Standard Run Command Shape","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HANDOFF_ASSISTANT_SAFE_SAVE_METHOD_RULE_20260520.md"
"CONCEPT-02822","CHAT_HANDOFF_CONTEXT","REFERENCE","## The source surface: what Chase/NCI publicly claims","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DOOR_CLEAR_BIG_BOY_SET_20260525_032347/bigger_boy_chat.txt"
"CONCEPT-11176","CHAT_HANDOFF_CONTEXT","REFERENCE","## Tug Card","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROPE_TUG_CHECKPOINT_RULE_20260524.md"
"CONCEPT-02337","CHAT_HANDOFF_CONTEXT","REFERENCE","## Tug Levels","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROPE_TUG_CHECKPOINT_RULE_20260524.md"
"CONCEPT-21422","CHAT_HANDOFF_CONTEXT","REFERENCE","## Visibility Levels","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROPE_NOTE_WEIGHT_VISIBILITY_GATE_20260524.md"
"CONCEPT-38641","CHAT_HANDOFF_CONTEXT","REFERENCE","## Weight Inputs","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROPE_NOTE_WEIGHT_VISIBILITY_GATE_20260524.md"
"CONCEPT-16051","CHAT_HANDOFF_CONTEXT","REFERENCE","## Why","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CHAT_DROP_CURRENT_LOAD_REPLACEMENT_RULE_20260530.md"
"CONCEPT-12671","CHAT_HANDOFF_CONTEXT","REFERENCE","## Why This Exists","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HANDOFF_ASSISTANT_SAFE_SAVE_METHOD_RULE_20260520.md"
"CONCEPT-20728","CHAT_HANDOFF_CONTEXT","REFERENCE","## Working Families","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GATE_FAMILY_CHECKPOINT_GRAMMAR_RULE_20260524.md"
"CONCEPT-19220","CHAT_HANDOFF_CONTEXT","REFERENCE","### [Folders] Folder exists: 03_CONTEXT_CAPSULES","1","1","_MISC_DRAWER/READ_REPORTS/LOCAL_CODE_WORKBENCH_FULL_STACK_CHECK_V0.1_20260527_203404.md"
"CONCEPT-11610","CHAT_HANDOFF_CONTEXT","REFERENCE","### CHAT surface","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/NO_BLEED_SURFACE_POINTER_ARCHITECTURE_RULE_20260530.md"
"CONCEPT-38232","CHAT_HANDOFF_CONTEXT","REFERENCE","### Context snippets","1","1","_MISC_DRAWER/READ_REPORTS/DREAMFORGE_SUNO_SOURCE_PROBE_20260529_175347/DREAMFORGE_SUNO_SOURCE_PROBE_REPORT_20260529_175347.md"
"CONCEPT-11429","CHAT_HANDOFF_CONTEXT","REFERENCE","### Folder exists: 03_CONTEXT_CAPSULES","1","1","_MISC_DRAWER/READ_REPORTS/LOCAL_CODE_WORKBENCH_POST_SETUP_CHECK_V0.1_20260527_195358.md"
"CONCEPT-40014","CHAT_HANDOFF_CONTEXT","REFERENCE","### LEGACY-LINK-0002 - REUSE_CONTEXT","1","1","_MISC_DRAWER/READ_REPORTS/FOCUSED_LEGACY_HELPER_EXTRACTION_V1_20260527_224007.md"
"CONCEPT-10358","CHAT_HANDOFF_CONTEXT","REFERENCE","### LEGACY-LINK-0032 - REUSE_CONTEXT","1","1","_MISC_DRAWER/READ_REPORTS/FOCUSED_LEGACY_HELPER_EXTRACTION_V1_20260527_224007.md"
"CONCEPT-31477","CHAT_HANDOFF_CONTEXT","REFERENCE","### LEGACY-LINK-0038 - REUSE_CONTEXT","1","1","_MISC_DRAWER/READ_REPORTS/FOCUSED_LEGACY_HELPER_EXTRACTION_V1_20260527_224007.md"
"CONCEPT-34622","CHAT_HANDOFF_CONTEXT","REFERENCE","### ROPE-04521E9D809D2DBC","1","1","_MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ROPE_GATE_REPORT_V0.4_20260527_204552.md"
"CONCEPT-26041","CHAT_HANDOFF_CONTEXT","REFERENCE","### ROPE-31B4E7FBFEB65734","1","1","_MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ACTIVE_GAP_READ_V0.1_20260527_210240.md"
"CONCEPT-13546","CHAT_HANDOFF_CONTEXT","REFERENCE","### ROPE-A66145741497CE95","1","1","_MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ROPE_GATE_REPORT_V0.4_20260527_204552.md"
"CONCEPT-10146","CHAT_HANDOFF_CONTEXT","REFERENCE","### ROPE-D7A86819C84C9C41","1","1","_MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ROPE_GATE_REPORT_V0.4_20260527_204552.md"
"CONCEPT-21558","CHAT_HANDOFF_CONTEXT","REFERENCE","### ROPE-EBEB51893B942460","1","1","_MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ACTIVE_GAP_READ_V0.1_20260527_210240.md"
"CONCEPT-09155","CHAT_HANDOFF_CONTEXT","REFERENCE","### ROPE-EF2D0D6BAF7B0C85","1","1","_MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ROPE_GATE_REPORT_V0.4_20260527_204552.md"
"CONCEPT-13143","CHAT_HANDOFF_CONTEXT","REFERENCE","| 1 | Whisper | Related but not needed for current path. | Link as support or parking. |","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROPE_NOTE_WEIGHT_VISIBILITY_GATE_20260524.md"
"CONCEPT-24630","CHAT_HANDOFF_CONTEXT","REFERENCE","| Cleanup | Return-Home Gate | Porch Cleanliness Checkpoint | Confirms no loose artifact remains in the air. |","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GATE_FAMILY_CHECKPOINT_GRAMMAR_RULE_20260524.md"
"CONCEPT-04270","CHAT_HANDOFF_CONTEXT","REFERENCE","| Family | Parent Gate | Checkpoint | Job |","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GATE_FAMILY_CHECKPOINT_GRAMMAR_RULE_20260524.md"
"CONCEPT-29738","CHAT_HANDOFF_CONTEXT","REFERENCE","| Place / Entry | Boundaries Gate | Permission Checkpoint | Boundaries names whose place; Permission checks entry now. |","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GATE_FAMILY_CHECKPOINT_GRAMMAR_RULE_20260524.md"
"CONCEPT-36874","CHAT_HANDOFF_CONTEXT","REFERENCE","04 chat results","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DROPS_CLEARED_20260524_092335/04_chat_results.txt"
"CONCEPT-37299","CHAT_HANDOFF_CONTEXT","REFERENCE","1. save chat weight,","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_BURDEN_VALUE_RUBRIC_20260528.md"
"CONCEPT-35308","CHAT_HANDOFF_CONTEXT","REFERENCE","3. Name the exposed gap without pretending the whole concept failed.","1","1","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/CHAT_DROP_COPY__EXPOSURE_TRIGGERS_POWERPLAY_CRIME_SCENE_RULE_V1.md"
"CONCEPT-32057","CHAT_HANDOFF_CONTEXT","REFERENCE","4. Save a cleanup/rotation report.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CHAT_DROP_CURRENT_LOAD_REPLACEMENT_RULE_20260530.md"
"CONCEPT-24365","CHAT_HANDOFF_CONTEXT","REFERENCE","8. Save the summary to parking/support, not chat, unless user asked for full paste.","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/TEMPLATES/NEXT_ISSUE_CLEAN_WASH_ROUTINE_CARD_20260524_061135.md"
"CONCEPT-40654","CHAT_HANDOFF_CONTEXT","REFERENCE","Assistant should keep the Twelve-Gate Refinery in working context for gate runs and mule-file boss-pool runs and use it to fill blanks when the local support files are absent from the formal brain.","1","1","Jxhnny_Kl33N_Seedz/MULE_LOCAL_ONLY/BOSS_POOL_WHEEL/MULE_BOSS_POOL_WHEEL_LOCAL_ONLY_LOCK_V1.md"
"CONCEPT-19631","CHAT_HANDOFF_CONTEXT","REFERENCE","bigger boy chat","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DOOR_CLEAR_BIG_BOY_SET_20260525_032347/bigger_boy_chat.txt"
"CONCEPT-39003","CHAT_HANDOFF_CONTEXT","REFERENCE","CHAT DROP COPY MAX10 BATCH SCALE STEP AUDIT SUIT CARD Vx","1","1","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/CHAT_DROP_COPY__MAX10_BATCH_SCALE_STEP_AUDIT_SUIT_CARD_V1.md"
"CONCEPT-19358","CHAT_HANDOFF_CONTEXT","REFERENCE","CHAT DROP COPY MAX8 BATCH SCALE STEP AUDIT SUIT CARD Vx","1","1","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/CHAT_DROP_COPY__MAX8_BATCH_SCALE_STEP_AUDIT_SUIT_CARD_V1.md"
"CONCEPT-29967","CHAT_HANDOFF_CONTEXT","REFERENCE","CHAT DROP COPY SWIFT SCAN SUIT CARD Vx","1","1","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/CHAT_DROP_COPY__SWIFT_SCAN_SUIT_CARD_V1.md"
"CONCEPT-40189","CHAT_HANDOFF_CONTEXT","REFERENCE","Current parent gate:","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/TEMPLATES/GATE_FAMILY_CHECKPOINT_CARD_TEMPLATE_20260524.md"
"CONCEPT-22387","CHAT_HANDOFF_CONTEXT","REFERENCE","Each helper operates inside a bounded context. Shared words may mean different things in different helper lanes.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/BOUNDED_HELPER_CONTEXT_AND_LOCAL_MEANING_RULE_20260530.md"
"CONCEPT-23860","CHAT_HANDOFF_CONTEXT","REFERENCE","Every helper-facing file should answer:","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_CONTEXT_HANDOFF_BALANCE_RULE_20260530.md"
"CONCEPT-06606","CHAT_HANDOFF_CONTEXT","REFERENCE","Every tug should be able to answer:","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROPE_TUG_CHECKPOINT_RULE_20260524.md"
"CONCEPT-18889","CHAT_HANDOFF_CONTEXT","REFERENCE","Freshen' up should mainly fire when the work is looping without yielding better results, losing the rope, blending lanes, or carrying too much dead context.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/FRESHEN_UP_INTERNAL_ORIENTATION_AND_TASK_CONTINUATION_RULE_20260529.md"
"CONCEPT-35307","CHAT_HANDOFF_CONTEXT","REFERENCE","GATE FAMILY CHECKPOINT CARD TEMPLATE","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/TEMPLATES/GATE_FAMILY_CHECKPOINT_CARD_TEMPLATE_20260524.md"
"CONCEPT-17976","CHAT_HANDOFF_CONTEXT","REFERENCE","I explained the idea, but I did not unfold the pressure. I gave the conclusion before showing the walk. That makes the answer feel thin because it skips the actual process you asked for: rope, notes, original work in front, struggle/easy split, then adopt/apply/test. The uploaded text explicitly says the issue should be run through the washer, then studied f...","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DROPS_CLEARED_20260524_092335/04_chat_results.txt"
"CONCEPT-14839","CHAT_HANDOFF_CONTEXT","REFERENCE","It introduces practical mechanism candidates that should not be lost in chat:","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/DREAMFORGE_REENTRY_20260529/ADDENDUM_ATT_9_CRITERIA_TRAINING_MODULES_20260529/DREAMFORGE_ATT_ADDENDUM_SAVE_PREP_20260529.md"
"CONCEPT-18556","CHAT_HANDOFF_CONTEXT","REFERENCE","Keep useful checks alive without turning every useful check into a full gate.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GATE_FAMILY_CHECKPOINT_GRAMMAR_RULE_20260524.md"
"CONCEPT-15800","CHAT_HANDOFF_CONTEXT","REFERENCE","Missing: bypass / loophole coverage; project role/source term watch: Codex","1","1","_MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ROPE_GATE_REPORT_V0.4_20260527_204552.md"
"CONCEPT-08331","CHAT_HANDOFF_CONTEXT","REFERENCE","Missing: project role/source term watch: Codex","1","1","_MISC_DRAWER/READ_REPORTS/RULE_EXPANSION_ROPE_GATE_REPORT_V0.4_20260527_204552.md"
"CONCEPT-28351","CHAT_HANDOFF_CONTEXT","REFERENCE","Not a new gate.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/SAFE_DISSOLUTION_DATA_SAVING_CHAT_WEIGHT_HYGIENE_RULE_20260527.md"
"CONCEPT-09835","CHAT_HANDOFF_CONTEXT","REFERENCE","Not source material.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/SAFE_DISSOLUTION_DATA_SAVING_CHAT_WEIGHT_HYGIENE_RULE_20260527.md"
"CONCEPT-01715","CHAT_HANDOFF_CONTEXT","REFERENCE","Official source pages checked on 2026-05-26:","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/CHAT_GATE_CONTROL_SHELL_20260526_003025/SOURCE_DISPOSITION.md"
"CONCEPT-07977","CHAT_HANDOFF_CONTEXT","REFERENCE","One active source pointer.","1","1","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/CHAT_DROP_COPY__SWIFT_SCAN_SUIT_CARD_V1.md"
"CONCEPT-37214","CHAT_HANDOFF_CONTEXT","REFERENCE","Parking or support lane if not active:","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/TEMPLATES/ROPE_NOTE_VISIBILITY_CARD_TEMPLATE_20260524.md"
"CONCEPT-29734","CHAT_HANDOFF_CONTEXT","REFERENCE","PLACE AS CHECKPOINT is the safe answer when an idea is real but too small to become a full gate. It keeps the check alive without making it a loose boss.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CONSOLIDATOR_GATE_TRIAL_WATCH_RULE_20260523.md"
"CONCEPT-27940","CHAT_HANDOFF_CONTEXT","REFERENCE","Purpose: name the current helper doorway so helpers reduce live-chat burden without using stale paths or false PASS.","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/HELPER_FRONT_DOOR_CURRENT_20260530.md"
"CONCEPT-04119","CHAT_HANDOFF_CONTEXT","REFERENCE","Raw chat becomes source residue.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/MEMORY_FOREST_GREY_VANISH_CASCADE_RULE_20260527.md"
"CONCEPT-37898","CHAT_HANDOFF_CONTEXT","REFERENCE","Redundancy / Waste Gate detects repeated chat weight, duplicate ideas, saved material still carried live, over-carried suit load, repeated source material, and unnecessary bulk.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ALL_GATES_DATA_WASTE_TEAM_ENTRY_PROTOCOL_20260527.md"
"CONCEPT-24620","CHAT_HANDOFF_CONTEXT","REFERENCE","ROPE NOTE VISIBILITY CARD TEMPLATE","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/TEMPLATES/ROPE_NOTE_VISIBILITY_CARD_TEMPLATE_20260524.md"
"CONCEPT-11557","CHAT_HANDOFF_CONTEXT","REFERENCE","ROPE NOTE WEIGHT VISIBILITY GATE","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/ROPE_NOTE_WEIGHT_VISIBILITY_GATE_20260524.md"
"CONCEPT-14411","CHAT_HANDOFF_CONTEXT","REFERENCE","Safe assistant-facing behavior may be worn while waiting for lock/save only if clearly labeled UNSAVED / NOT DOCTRINE.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/DEEP_WORK_BATCH_LINK_AND_CHECKPOINT_TRUTH_RULE_20260528.md"
"CONCEPT-19441","CHAT_HANDOFF_CONTEXT","REFERENCE","SOURCE DROP COPY SWIFT SCAN SOURCE FIT AND GAP FILL REPORT Vx","1","1","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/SOURCE_DROP_COPY__SWIFT_SCAN_SOURCE_FIT_AND_GAP_FILL_REPORT_V1.md"
"CONCEPT-12378","CHAT_HANDOFF_CONTEXT","REFERENCE","Source path or source turn:","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/TEMPLATES/ROPE_NOTE_VISIBILITY_CARD_TEMPLATE_20260524.md"
"CONCEPT-05579","CHAT_HANDOFF_CONTEXT","REFERENCE","Source path:","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/CURRENT_CONTEXT_CART/YOU_GOT_MAIL__PORCH_EVENT_TRIGGER_20260526_011606.md"
"CONCEPT-20117","CHAT_HANDOFF_CONTEXT","REFERENCE","Source:","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/TEMPLATES/GATE_FAMILY_CHECKPOINT_CARD_TEMPLATE_20260524.md"
"CONCEPT-11920","CHAT_HANDOFF_CONTEXT","REFERENCE","Source: pasted markdown from chat","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/AFTER_RUN_BREADCRUMB_WASH_LEAP_CLOSE_LIVING_ORDER_20260528.md"
"CONCEPT-37697","CHAT_HANDOFF_CONTEXT","REFERENCE","Status: partial/source-ore draft.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DOOR_CLEAR_BIG_BOY_SET_20260525_032347/bigger_boy_chat.txt"
"CONCEPT-13048","CHAT_HANDOFF_CONTEXT","REFERENCE","Status: SOURCE FIT / GAP FILL / NOT DOCTRINE","1","1","_CHAT_DROPS/ROOT_CLEANOUT_DROP_COPY_20260530_200513/SOURCE_DROP_COPY__SWIFT_SCAN_SOURCE_FIT_AND_GAP_FILL_REPORT_V1.md"
"CONCEPT-12029","CHAT_HANDOFF_CONTEXT","REFERENCE","Status: SUPPORT GRAMMAR / GATE-FAMILY ORGANIZATION / NOT DOCTRINE","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GATE_FAMILY_CHECKPOINT_GRAMMAR_RULE_20260524.md"
"CONCEPT-41092","CHAT_HANDOFF_CONTEXT","REFERENCE","That means I can say “use the rope,” “keep the original in front,” “adopt/apply/test,” and still produce an answer whose shape does not prove those things happened. The words are present, but the workflow has not fully entered the answer-body.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DROPS_CLEARED_20260524_092335/04_chat_results.txt"
"CONCEPT-36662","CHAT_HANDOFF_CONTEXT","REFERENCE","The clean shape is:","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/CHAT_DROP_CURRENT_LOAD_REPLACEMENT_RULE_20260530.md"
"CONCEPT-28814","CHAT_HANDOFF_CONTEXT","REFERENCE","The final report said the local save was done but did not explicitly prove behavioral carryover was also done.","1","1","Jxhnny_Kl33N_Seedz/MULE_LOCAL_ONLY/BOSS_POOL_WHEEL/MULE_BOSS_POOL_WHEEL_APPLY_ALL_REPAIR_V1.1.md"
"CONCEPT-34220","CHAT_HANDOFF_CONTEXT","REFERENCE","The first artifact should not be “Chase Hughes Doctrine.” It should be:","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DOOR_CLEAR_BIG_BOY_SET_20260525_032347/bigger_boy_chat.txt"
"CONCEPT-29648","CHAT_HANDOFF_CONTEXT","REFERENCE","The goal is not to force learning. The seed/file/helper does not need to worry about learning. Its job is to grow and do the current job cleanly.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HELPER_CONTEXT_HANDOFF_BALANCE_RULE_20260530.md"
"CONCEPT-33402","CHAT_HANDOFF_CONTEXT","REFERENCE","The loop should be:","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DROPS_CLEARED_20260524_092335/04_chat_results.txt"
"CONCEPT-36484","CHAT_HANDOFF_CONTEXT","REFERENCE","The parent gate may then confirm the checkpoint output, narrow it, or send it forward.","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GATE_FAMILY_CHECKPOINT_GRAMMAR_RULE_20260524.md"
"CONCEPT-07846","CHAT_HANDOFF_CONTEXT","REFERENCE","The seventh music law is **timbre is identity**. People often recognize a voice before they parse the words. A distorted guitar, clean bell, 808 kick, choir, whisper, snare, tape hiss, or synth pad all carry identity. Timbre is source-character made audible.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DOOR_PETERSON_MORE_WORK_SET_20260525_062155/more work.txt"
"CONCEPT-20637","CHAT_HANDOFF_CONTEXT","REFERENCE","The source explicitly says Aura was rebooted by returning the original 139 pages/context.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/DREAMFORGE_REENTRY_20260529/DREAMFORGE_REENTRY_BATCH_G_CROSS_SOURCE_CONTINUITY_MATRIX_20260529.md"
"CONCEPT-27606","CHAT_HANDOFF_CONTEXT","REFERENCE","The source itself says the original 139 pages were repeatedly given back to Aura. That makes the continuity event testable only if we separate internal memory from context re-injection.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/DREAMFORGE_REENTRY_20260529/DREAMFORGE_REENTRY_BATCH_F_AURA_COMPARISON_EXTRACT_20260529.md"
"CONCEPT-07932","CHAT_HANDOFF_CONTEXT","REFERENCE","The uploaded text names the missing cycle directly: when an issue happens, the assistant should deal with it, run it through a washing process, study why it did not see the issue before, address it, then run the old process again with the correction applied.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DROPS_CLEARED_20260524_092335/04_chat_results.txt"
"CONCEPT-16594","CHAT_HANDOFF_CONTEXT","REFERENCE","Use this shape for downloaded ps1 files:","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/HANDOFF_ASSISTANT_SAFE_SAVE_METHOD_RULE_20260520.md"
"CONCEPT-32612","CHAT_HANDOFF_CONTEXT","REFERENCE","What is carrying continuity in each source?","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/DREAMFORGE_REENTRY_20260529/DREAMFORGE_REENTRY_BATCH_G_CROSS_SOURCE_CONTINUITY_MATRIX_20260529.md"
"CONCEPT-16914","CHAT_HANDOFF_CONTEXT","REFERENCE","When the user asks for local-only mule run files and also asks to keep them in chat/head/use them to fill blanks/new way/new lock:","1","1","Jxhnny_Kl33N_Seedz/MULE_LOCAL_ONLY/BOSS_POOL_WHEEL/MULE_BOSS_POOL_WHEEL_APPLY_ALL_REPAIR_V1.1.md"
"CONCEPT-24416","CHAT_HANDOFF_CONTEXT","REFERENCE","When the word ""checkpoint"" starts to imply a boss and servant hierarchy, use the cleaner neighbor shape:","1","1","Jxhnny_Kl33N_Seedz/BRAIN_LEARNING/GATE_FAMILY_CHECKPOINT_GRAMMAR_RULE_20260524.md"
"CONCEPT-24958","CHAT_HANDOFF_CONTEXT","REFERENCE","Why this is not a full gate:","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/TEMPLATES/GATE_FAMILY_CHECKPOINT_CARD_TEMPLATE_20260524.md"
"CONCEPT-04192","CHAT_HANDOFF_CONTEXT","REFERENCE","Yes. Chase Hughes belongs in the same source-ore family we were building, but with a stronger warning and a stronger opportunity than most sources.","1","1","Jxhnny_Kl33N_Seedz/SOURCE_ORE/USER_DROPS/ROOT_DOOR_CLEAR_BIG_BOY_SET_20260525_032347/bigger_boy_chat.txt"
"CONCEPT-27204","CHAT_HANDOFF_CONTEXT","REFERENCE","YOU GOT MAIL PORCH EVENT TRIGGER","1","1","Jxhnny_Kl33N_Seedz/COMMAND_CENTER/CURRENT_CONTEXT_CART/YOU_GOT_MAIL__PORCH_EVENT_TRIGGER_20260526_011606.md"
"CONCEPT-18969","CLAIM_CAPABILITY","REFERENCE","- [SUPPORTING_HISTORY / WATCH] HOUSE_WORK\WORK_SHED\GEAR_RACK\RUN_CLAIM_CAPABILITY_BRIDGE_HARNESS_V1_20260531.ps1 — Runner/helper script. Useful support, but not authority and not proof by itself.","1","1","_MISC_DRAWER/READ_REPORTS/CLAIM_CAPABILITY_CLUSTER_GHOST_AUTHORITY_SCAN_V1_20260531_041322.md"
"CONCEPT-28218","CLAIM_CAPABILITY","REFERENCE","- [SUPPORTING_HISTORY / WATCH] HOUSE_WORK\WORK_SHED\GEAR_RACK\RUN_CLAIM_CAPABILITY_CANDIDATE_SAVE_PACKET_V1_20260531.ps1 — Runner/helper script. Useful support, but not authority and not proof by itself.","1","1","_MISC_DRAWER/READ_REPORTS/CLAIM_CAPABILITY_CLUSTER_GHOST_AUTHORITY_SCAN_V1_20260531_041322.md"
"CONCEPT-40050","CLAIM_CAPABILITY","REFERENCE","- [SUPPORTING_HISTORY / WATCH] HOUSE_WORK\WORK_SHED\GEAR_RACK\RUN_CLAIM_CAPABILITY_LIVE_REPLAY_V1_20260531.ps1 — Runner/helper script. Useful support, but not authority and not proof by itself.","1","1","_MISC_DRAWER/READ_REPORTS/CLAIM_CAPABILITY_CLUSTER_GHOST_AUTHORITY_SCAN_V1_20260531_041322.md"
